Project_name,Country,Site,Latitude,Longitude,Exposure,Reef_slope,Reef_type,Reef_zone,Year,Month,Day,Start time,Tide,Visibility,Current,Depth,Relative_depth,Management_name,Management_secondary_name,Management year established,Management size,Governance,Estimated compliance,Management_rules,Transect_number,Transect_label,Transect_length_surveyed,Observers,Benthic_category,Benthic_attribute,Growth_form,LIT_CM,Total transect cm,Site notes,Management notes,Sample unit notes
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,78,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,38,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,108,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,32,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,112,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,32,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,26,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,14,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,72,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,34,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,176,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,20,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,4,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,34,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Sand,,42,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,12,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,58,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,18,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,130,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,16,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,40,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,316,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,124,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Macroalgae,Macroalgae,,112,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,14,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,14,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,4,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,34,5352,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,44,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,1,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,48,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,70,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Mushroom coral,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,15,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,2,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,3,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Dead coral,,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,21,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,15,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,21,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,67,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Foliose,5,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,16,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,31,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,31,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,15,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,14,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,11,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,68,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Sand,Sand,,64,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,42,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,25,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,13,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,13,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,55,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,8,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,42,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,72,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,30,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,26,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,21,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Dead coral,,30,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,40,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,12,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Dead coral,,22,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,7,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,17,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,2,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Dead coral,,6,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,38,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Encrusting,3,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,34,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,33,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,3,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,15,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Dead coral,,49,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,8,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,4,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,7,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,50,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Soft coral,Soft coral,,31,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Massive,5,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Digitate,19,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Hard coral,Hard coral,Branching,5,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Bare substrate,Rock,,18,5000,,,
2017_Coastal Resource Monitoring,Philippines,Calaparan Reef,10.378175,119.6813444,semi-exposed,flat,fringing,back reef,2017,9,12,,low,5-10m - fair,low/none,10,shallow,Dumaran_Open,,,,,,open access,1,,50,"Jesus Bream, John Martin Caligdong",Rubble,Rubble,,41,5000,,,
